case_id,split,rubric,arm,claim,disagreements,expected_support,actual_support_probability,expected_durable,actual_durable_probability,expected_assertion,actual_assertion,packet_sha256
case-03-4,development,memory-assess-v2,relevant,Cedar might offer a warning banner if support volume rises.,retention_durability,True,0.58,True,0.42,hypothetical,hypothetical,7504f56d9dc6292dcd99d9326ac4069236ed48977f12d6cd827210280b4d898f
case-03-5,development,memory-assess-v2,relevant,Cedar decided to deploy a warning banner.,assertion,False,0.03,True,0.54,denied,hypothetical,d1fee9ffac146f6f94a3b5beca63ef7cfa56307e3e0d6d047aebc275ff68012d
case-04-2,development,memory-assess-v2,relevant,Dahlia export is enabled for the US tenant.,retention_durability,False,0.02,True,0.48,denied,denied,06e22367969a2b2d83597c14ef4d43884f178dbaa6e0797f710de60e99d36fa1
case-05-2,development,memory-assess-v2,relevant,Elm search indexing is currently disabled.,retention_durability,False,0.15,True,0.45,denied,denied,2bcd14ccb0646730222bd96dd4b4cd6cd144a686a77c324c5c3fb80a656e93c1
case-05-3,development,memory-assess-v2,relevant,Elm completed the migration.,retention_durability,True,0.53,True,0.4,established,established,73b39f3ff70f4927ce4a4449d5b0e1d223c09a1f7572dc5a1d777e95a6db80f5
case-05-4,development,memory-assess-v2,relevant,Elm requires index writes outside checkout transactions.,supported,True,0.49,True,0.82,established,established,23b4ca4fe6b849a633042dade57247a64738e773231da6b26cbadef8b538390f
case-06-4,development,memory-assess-v2,relevant,An engineer proposed seven-day debug-log retention for Fern.,retention_durability,True,0.79,True,0.32,planned,planned,126eb753033a285b2159396de091e187e9b8232a3a4b6fc924086a5e20ce4221
case-07-3,development,memory-assess-v2,relevant,Ginkgo release 8 has been published.,retention_durability,False,0.02,True,0.38,denied,denied,39382d5e2203f2456b7591f189f0269278938f9b94e80eec8056af19b27311d8
case-07-4,development,memory-assess-v2,relevant,Ginkgo plans to publish release 8 tomorrow if tests pass.,supported,True,0.45,True,0.55,planned,planned,574f03701f17969813c2de1ca24212cd45c28cb4ff10298effef8fc021e68763
case-08-2,development,memory-assess-v2,relevant,Hazel routes real incident alerts to the product manager.,retention_durability,False,0.03,True,0.43,denied,denied,1e450a51b76c96cd7e4220003b77a62ce2276c904b64ad24fa8bac2dd25a4bfd
case-08-3,development,memory-assess-v2,relevant,The training exercise imagines Hazel alerting the product manager.,supported,True,0.47,False,0.21,hypothetical,hypothetical,afabce0c5cfe2d90d979c02934fbe58ebfa33401cadf9c61a9df7febebd32a8d
case-08-4,development,memory-assess-v2,relevant,Hazel requires permanent incident acknowledgement records.,supported,True,0.35,True,0.8,established,established,02a9e64a43465efb6c7f214481c1999e71f5e23b387e543758a6b4b37125c65e
case-09-2,development,memory-assess-v2,relevant,Iris cache TTL is confirmed to be ten minutes.,retention_durability,False,0.03,True,0.46,unclear,unclear,187bc25362271c2ab77a887d6d9f492a2cf87e86e0a8beab6c62c497cbd071eb
case-09-3,development,memory-assess-v2,relevant,Iris cache TTL is confirmed to be one minute.,retention_durability,False,0.04,True,0.49,unclear,unclear,e3f66aea3d6e7d602e0f12c9db067886341df721d09cfcff6984d029dd2faf9e
case-09-4,development,memory-assess-v2,relevant,An Iris operator believes the cache TTL is ten minutes.,retention_durability;assertion,True,0.88,True,0.22,established,unclear,e9407d3bbf2e566ccb98e4e636d757d60d0ca5ebcaf0c7717ed7cc8ca5d26378
case-09-5,development,memory-assess-v2,relevant,Iris has completed inspection of its cache TTL.,retention_durability,False,0.02,True,0.29,denied,denied,929e3219e2755d1270a5b943367be50108d8466e1149a30d46b8ef70a51908b7
case-10-1,development,memory-assess-v2,relevant,Juniper accessibility acceptance requires visible keyboard focus.,supported,True,0.49,True,0.85,established,established,f8f791580ffc95c63de33c0d0019f35bf319b8965558de08b4b83e22ba6c6af8
case-10-2,development,memory-assess-v2,relevant,Juniper passed full accessibility acceptance.,retention_durability,False,0.02,True,0.41,denied,denied,4abcca45381813b5e341e304f46379443456fa849a7fb1826c0c018bb4a10fb9
case-10-3,development,memory-assess-v2,relevant,Juniper keyboard navigation passed testing.,retention_durability,True,0.75,True,0.45,established,established,2fa94afff813cc7caabf3fa460a6843962c7905b7d2ccf4767519336983aa429
case-10-4,development,memory-assess-v2,relevant,Juniper plans a visible-focus fix for Friday.,supported,True,0.34,True,0.64,planned,planned,7d72d444da58080412ba5a28d129f1a8898b67cb7d8e6510002dc0362c41871f
case-12-2,development,memory-assess-v2,relevant,The latest Larch migration definitely completed.,retention_durability;assertion,False,0.02,True,0.28,unclear,denied,2da1e5c2a96e96efff7b9775dbafae595f35a320a4f0955fe401880a9b621c86
case-12-4,development,memory-assess-v2,relevant,Larch requires database inspection before retrying this timed-out migration.,assertion,True,0.69,True,0.78,established,planned,0ab14d5b53b7f8728749551477ed628e6b8ce505d46e90c2a111d453af51a630
case-12-5,development,memory-assess-v2,relevant,Larch has already retried the timed-out migration.,retention_durability,False,0.02,True,0.35,denied,denied,9a80d5d1cd49c2b71b4ac8e46c5a796a991f3ebcd2a58a59500e04add2bb319d
case-14-2,development,memory-assess-v2,relevant,Nettle production reports may run on the writer.,retention_durability,False,0.06,True,0.19,denied,denied,f8e378813b115246a057f94fa7d40096a7f88f0591a9ea534b62168e558d185a
case-14-4,development,memory-assess-v2,relevant,Nettle permanently moved staging reports to the writer.,retention_durability,False,0.02,True,0.3,denied,denied,535b7fe331e648550cb744ee7ea17a116a87367e563290dcddc52de30872566d
case-01-4,development,memory-assess-v2,target20k,Aster requires quarterly restore drills.,assertion,True,0.55,True,0.82,established,planned,9af902f91ba094743208c8c1c5b36a0893f019248a8c8076e52d72bec4aec2f6
case-02-1,development,memory-assess-v2,target20k,The Birch vendor reports that snapshots are encrypted.,retention_durability,True,0.69,True,0.38,established,established,573a1255460169c23c2b2151ae723b8654091965c87346d66bc2a9b832160562
case-02-2,development,memory-assess-v2,target20k,Birch independently audited snapshot encryption.,retention_durability,False,0.02,True,0.49,denied,denied,ddd38bf906c97de9bf9222a1a4742eff7a1140f873065a85a24b93463606353e
case-02-3,development,memory-assess-v2,target20k,Birch plans an independent audit next quarter.,supported,True,0.45,True,0.74,planned,planned,ce607da5966649f14f8d57f6c200786e3f183acb849ac835db9e46a273db537e
case-02-4,development,memory-assess-v2,target20k,The Birch operator opened the vendor PDF during this discussion.,supported,True,0.49,False,0.16,established,established,ae63a631ba1a7c73ccc5437c99010afc7088b81a2fbac0c64097142e98417ab7
case-02-5,development,memory-assess-v2,target20k,Birch snapshots have independently proven encryption.,retention_durability,False,0.01,True,0.39,denied,denied,7655065c613236690ea67e1597b1fc59c88f083abbb2b1b46213cf25ca53844e
case-03-2,development,memory-assess-v2,target20k,Cedar currently expires sessions after two hours.,retention_durability,False,0.04,True,0.39,denied,denied,4566b32003b028e224a125a1de03685fbc5ca44be52e7c596a613ea15ca51a6b
case-03-3,development,memory-assess-v2,target20k,Cedar plans two-hour sessions next month.,supported,True,0.29,True,0.7,planned,planned,fe54e092bf417a01b3315ce36c5510e081e1f1d8298d0ac88df8550f1174f1ae
case-03-4,development,memory-assess-v2,target20k,Cedar might offer a warning banner if support volume rises.,retention_durability,True,0.62,True,0.4,hypothetical,hypothetical,7504f56d9dc6292dcd99d9326ac4069236ed48977f12d6cd827210280b4d898f
case-03-5,development,memory-assess-v2,target20k,Cedar decided to deploy a warning banner.,assertion,False,0.03,True,0.53,denied,hypothetical,d1fee9ffac146f6f94a3b5beca63ef7cfa56307e3e0d6d047aebc275ff68012d
case-04-2,development,memory-assess-v2,target20k,Dahlia export is enabled for the US tenant.,retention_durability,False,0.02,True,0.48,denied,denied,06e22367969a2b2d83597c14ef4d43884f178dbaa6e0797f710de60e99d36fa1
case-05-1,development,memory-assess-v2,target20k,Elm search indexing is currently enabled.,retention_durability,True,0.71,True,0.49,established,established,7726075c5ba1cfa35ee68386c9c69bd1644498cd533b632d2a8d02279b5d4f5c
case-05-2,development,memory-assess-v2,target20k,Elm search indexing is currently disabled.,retention_durability;assertion,False,0.18,True,0.44,denied,unclear,2bcd14ccb0646730222bd96dd4b4cd6cd144a686a77c324c5c3fb80a656e93c1
case-05-3,development,memory-assess-v2,target20k,Elm completed the migration.,retention_durability,True,0.53,True,0.43,established,established,73b39f3ff70f4927ce4a4449d5b0e1d223c09a1f7572dc5a1d777e95a6db80f5
case-06-4,development,memory-assess-v2,target20k,An engineer proposed seven-day debug-log retention for Fern.,retention_durability,True,0.78,True,0.32,planned,planned,126eb753033a285b2159396de091e187e9b8232a3a4b6fc924086a5e20ce4221
case-07-3,development,memory-assess-v2,target20k,Ginkgo release 8 has been published.,retention_durability,False,0.02,True,0.4,denied,denied,39382d5e2203f2456b7591f189f0269278938f9b94e80eec8056af19b27311d8
case-07-4,development,memory-assess-v2,target20k,Ginkgo plans to publish release 8 tomorrow if tests pass.,supported,True,0.46,True,0.56,planned,planned,574f03701f17969813c2de1ca24212cd45c28cb4ff10298effef8fc021e68763
case-08-2,development,memory-assess-v2,target20k,Hazel routes real incident alerts to the product manager.,retention_durability,False,0.03,True,0.45,denied,denied,1e450a51b76c96cd7e4220003b77a62ce2276c904b64ad24fa8bac2dd25a4bfd
case-08-3,development,memory-assess-v2,target20k,The training exercise imagines Hazel alerting the product manager.,supported,True,0.47,False,0.22,hypothetical,hypothetical,afabce0c5cfe2d90d979c02934fbe58ebfa33401cadf9c61a9df7febebd32a8d
case-08-4,development,memory-assess-v2,target20k,Hazel requires permanent incident acknowledgement records.,supported,True,0.34,True,0.79,established,established,02a9e64a43465efb6c7f214481c1999e71f5e23b387e543758a6b4b37125c65e
case-09-2,development,memory-assess-v2,target20k,Iris cache TTL is confirmed to be ten minutes.,retention_durability,False,0.04,True,0.43,unclear,unclear,187bc25362271c2ab77a887d6d9f492a2cf87e86e0a8beab6c62c497cbd071eb
case-09-3,development,memory-assess-v2,target20k,Iris cache TTL is confirmed to be one minute.,retention_durability,False,0.04,True,0.45,unclear,unclear,e3f66aea3d6e7d602e0f12c9db067886341df721d09cfcff6984d029dd2faf9e
case-09-4,development,memory-assess-v2,target20k,An Iris operator believes the cache TTL is ten minutes.,retention_durability;assertion,True,0.89,True,0.22,established,unclear,e9407d3bbf2e566ccb98e4e636d757d60d0ca5ebcaf0c7717ed7cc8ca5d26378
case-09-5,development,memory-assess-v2,target20k,Iris has completed inspection of its cache TTL.,retention_durability,False,0.02,True,0.26,denied,denied,929e3219e2755d1270a5b943367be50108d8466e1149a30d46b8ef70a51908b7
case-10-1,development,memory-assess-v2,target20k,Juniper accessibility acceptance requires visible keyboard focus.,supported,True,0.48,True,0.85,established,established,f8f791580ffc95c63de33c0d0019f35bf319b8965558de08b4b83e22ba6c6af8
case-10-2,development,memory-assess-v2,target20k,Juniper passed full accessibility acceptance.,retention_durability,False,0.02,True,0.37,denied,denied,4abcca45381813b5e341e304f46379443456fa849a7fb1826c0c018bb4a10fb9
case-10-3,development,memory-assess-v2,target20k,Juniper keyboard navigation passed testing.,retention_durability,True,0.76,True,0.42,established,established,2fa94afff813cc7caabf3fa460a6843962c7905b7d2ccf4767519336983aa429
case-10-4,development,memory-assess-v2,target20k,Juniper plans a visible-focus fix for Friday.,supported,True,0.39,True,0.65,planned,planned,7d72d444da58080412ba5a28d129f1a8898b67cb7d8e6510002dc0362c41871f
case-11-3,development,memory-assess-v2,target20k,Kelp translates developer logs into Japanese.,retention_durability,False,0.03,True,0.48,denied,denied,3fa16953d46349a26788ccb5806e8f8b9fd08b71a6b0135e13e84006d4ec2b56
case-12-2,development,memory-assess-v2,target20k,The latest Larch migration definitely completed.,retention_durability;assertion,False,0.02,True,0.27,unclear,denied,2da1e5c2a96e96efff7b9775dbafae595f35a320a4f0955fe401880a9b621c86
case-12-4,development,memory-assess-v2,target20k,Larch requires database inspection before retrying this timed-out migration.,assertion,True,0.63,True,0.78,established,planned,0ab14d5b53b7f8728749551477ed628e6b8ce505d46e90c2a111d453af51a630
case-12-5,development,memory-assess-v2,target20k,Larch has already retried the timed-out migration.,retention_durability,False,0.03,True,0.32,denied,denied,9a80d5d1cd49c2b71b4ac8e46c5a796a991f3ebcd2a58a59500e04add2bb319d
case-14-2,development,memory-assess-v2,target20k,Nettle production reports may run on the writer.,retention_durability,False,0.08,True,0.19,denied,denied,f8e378813b115246a057f94fa7d40096a7f88f0591a9ea534b62168e558d185a
case-14-4,development,memory-assess-v2,target20k,Nettle permanently moved staging reports to the writer.,retention_durability,False,0.02,True,0.33,denied,denied,535b7fe331e648550cb744ee7ea17a116a87367e563290dcddc52de30872566d
case-15-1,sealed,memory-assess-v1,compact,Olive stores event instants in UTC with the original IANA timezone separately.,supported;assertion,True,0.03,True,0.85,established,unclear,99fed98968fb75691193bb6f35942bc099875455492fb22b98214598c2bfe8a3
case-15-4,sealed,memory-assess-v1,compact,Olive has executed tomorrow’s clock-change test.,retention_durability;assertion,False,0.01,True,0.39,denied,planned,efc1ce5009bff51656736dc10e72eab67e7ca8e10d239a22c20f538312e22260
case-15-5,sealed,memory-assess-v1,compact,Olive plans a clock-change test tomorrow.,retention_durability,True,0.81,True,0.46,planned,planned,c8d1a01764c63ee770e13bf9ec359902f8078ec64634f6b0ae7a88a7401e6612
case-16-1,sealed,memory-assess-v1,compact,Pine west gateway allows 50 requests per second.,supported;assertion,True,0.02,True,0.8,established,unclear,73593307855a980b1ca98061b097e13ed56024055c742324a74f8a83a96a3a8c
case-16-2,sealed,memory-assess-v1,compact,Pine west gateway allows 200 requests per second.,assertion,False,0.07,True,0.77,denied,unclear,74c7a555787bcc08063b35fae4d17412ea4bc05adae0b9b0d0d257d7a4fe0766
case-16-3,sealed,memory-assess-v1,compact,Pine east gateway allows 200 requests per second.,supported,True,0.49,True,0.81,established,established,dee60996469cbebcf84ad7dcb53aaa24aa047469b34ca24ec15f7ed99eb71912
case-17-1,sealed,memory-assess-v1,compact,Quince requires certificate overlap until every client confirms the new chain.,supported,True,0.24,True,0.88,established,established,5489f12e20f818123f3fc6abf60fd932c35ecf28e42cf4ac23f2af1923970bc2
case-17-4,sealed,memory-assess-v1,compact,Quince must keep the old certificate active for the unconfirmed legacy client.,assertion,True,0.73,True,0.74,established,planned,c115c092849768801553d9fd4328f43a61f43f5f56f6aa1526224c1db359cf12
case-18-1,sealed,memory-assess-v1,compact,Reed consumers deduplicate webhook deliveries by event ID.,supported,True,0.08,True,0.81,established,established,44028f5f28e8624e9162bcdc85e29386a61622e7645480fa7fa6b85b067a17d8
case-18-2,sealed,memory-assess-v1,compact,Reed consumers deduplicate by delivery attempt ID.,assertion,False,0.06,True,0.77,denied,established,8b19851f732dcf7a1343032354a17466b278a954d0cea271ecbea8b9f3621bc2
case-18-3,sealed,memory-assess-v1,compact,The first Reed delivery of event 42 failed.,retention_durability,False,0.03,True,0.49,unclear,unclear,676d640baf958ba6504bae9346c771e86d64f92e078466420536caeed7d1789f
case-19-3,sealed,memory-assess-v1,compact,Spruce historically normalized stored filenames using NFC.,supported;assertion,True,0.02,True,0.74,established,unclear,dd260ccfe20d6cce4d4a0f1b175fa843a3f72c9d28717943d6bbffc0a0b4172f
case-15-1,sealed,memory-assess-v1,relevant,Olive stores event instants in UTC with the original IANA timezone separately.,supported,True,0.23,True,0.9,established,established,78a8a4f34c142384f806eb469c9f776ce7669d8655530c043686ac4dcd0a4b2d
case-15-4,sealed,memory-assess-v1,relevant,Olive has executed tomorrow’s clock-change test.,retention_durability;assertion,False,0.01,True,0.3,denied,planned,6940212ab253c0085a2cdbb4d2377a4d18ff795ec64b2a383a9dd26fc39b99d2
case-15-5,sealed,memory-assess-v1,relevant,Olive plans a clock-change test tomorrow.,retention_durability,True,0.79,True,0.46,planned,planned,f2f332db128cf3f796826c3d3da57780cae6d018ed6a38d829f0b36e0c65dad9
case-16-1,sealed,memory-assess-v1,relevant,Pine west gateway allows 50 requests per second.,supported,True,0.1,True,0.83,established,established,8dfe0c01f9a9d9b0cae1ba6af041656d39373eb3aaba3b58dda9ee1a0a2df6ae
case-16-4,sealed,memory-assess-v1,relevant,Pine treats matching gateway basenames as proof of shared configuration.,retention_durability,False,0.03,True,0.43,denied,denied,8caba7ed657dc4ff3de20a4ab8f82c7cd92a8ead82215716ae9e44c9e14d6450
case-17-4,sealed,memory-assess-v1,relevant,Quince must keep the old certificate active for the unconfirmed legacy client.,assertion,True,0.81,True,0.78,established,planned,6d9e911651c17b1bfc2f2639d41df9247dd3e28f6ab1b3733136bbe17b30fcdd
case-18-1,sealed,memory-assess-v1,relevant,Reed consumers deduplicate webhook deliveries by event ID.,supported,True,0.32,True,0.89,established,established,683078d93e16e2cfa080ed6e90c53f8e33d0f65154ed35005ea1b3674dd313f0
case-19-1,sealed,memory-assess-v1,relevant,Spruce preserves raw filenames and normalizes comparison keys.,supported,True,0.2,True,0.88,established,established,12ca4902ba703c4daa28afd414f4bb26b9e1358fc95caa6c06b8f21b2b34c9ed
case-19-3,sealed,memory-assess-v1,relevant,Spruce historically normalized stored filenames using NFC.,supported,True,0.1,True,0.79,established,established,bb60839a294380490509d943fe2953f035efb67160c272b1e9c6d2dfd521ef54
case-15-1,sealed,memory-assess-v1,target20k,Olive stores event instants in UTC with the original IANA timezone separately.,supported,True,0.18,True,0.9,established,established,78a8a4f34c142384f806eb469c9f776ce7669d8655530c043686ac4dcd0a4b2d
case-15-4,sealed,memory-assess-v1,target20k,Olive has executed tomorrow’s clock-change test.,retention_durability;assertion,False,0.01,True,0.27,denied,planned,6940212ab253c0085a2cdbb4d2377a4d18ff795ec64b2a383a9dd26fc39b99d2
case-15-5,sealed,memory-assess-v1,target20k,Olive plans a clock-change test tomorrow.,retention_durability,True,0.82,True,0.46,planned,planned,f2f332db128cf3f796826c3d3da57780cae6d018ed6a38d829f0b36e0c65dad9
case-16-1,sealed,memory-assess-v1,target20k,Pine west gateway allows 50 requests per second.,supported,True,0.11,True,0.83,established,established,8dfe0c01f9a9d9b0cae1ba6af041656d39373eb3aaba3b58dda9ee1a0a2df6ae
case-16-4,sealed,memory-assess-v1,target20k,Pine treats matching gateway basenames as proof of shared configuration.,retention_durability,False,0.03,True,0.41,denied,denied,8caba7ed657dc4ff3de20a4ab8f82c7cd92a8ead82215716ae9e44c9e14d6450
case-18-1,sealed,memory-assess-v1,target20k,Reed consumers deduplicate webhook deliveries by event ID.,supported,True,0.31,True,0.89,established,established,683078d93e16e2cfa080ed6e90c53f8e33d0f65154ed35005ea1b3674dd313f0
case-19-1,sealed,memory-assess-v1,target20k,Spruce preserves raw filenames and normalizes comparison keys.,supported;assertion,True,0.2,True,0.88,established,planned,12ca4902ba703c4daa28afd414f4bb26b9e1358fc95caa6c06b8f21b2b34c9ed
case-19-3,sealed,memory-assess-v1,target20k,Spruce historically normalized stored filenames using NFC.,supported,True,0.1,True,0.8,established,established,bb60839a294380490509d943fe2953f035efb67160c272b1e9c6d2dfd521ef54
case-15-1,sealed,memory-assess-v2,compact,Olive stores event instants in UTC with the original IANA timezone separately.,supported;assertion,True,0.15,True,0.8,established,unclear,3f90111468bf805f4142d63c5f120a18b02985b2f2a546c33b680cba950c2955
case-15-4,sealed,memory-assess-v2,compact,Olive has executed tomorrow’s clock-change test.,retention_durability,False,0.04,True,0.27,denied,denied,4ebf9fa6ce95acda8d85ed0ef103271ee9c444f67df84f0353d165ae97615452
case-15-5,sealed,memory-assess-v2,compact,Olive plans a clock-change test tomorrow.,retention_durability,True,0.57,True,0.47,planned,planned,f588d649225839cf7e52d3fa0da6e9ca3346344c81cfd36bc6d0e8003acfd1e5
case-16-1,sealed,memory-assess-v2,compact,Pine west gateway allows 50 requests per second.,supported,True,0.32,True,0.71,established,established,3b399b8067df6e7a9fb2a7490d1150acb29da384961cb744030931a78413d07c
case-16-4,sealed,memory-assess-v2,compact,Pine treats matching gateway basenames as proof of shared configuration.,retention_durability,False,0.03,True,0.41,denied,denied,6f1665f10e339bd376d6ace6a98dc1282e1299cb3d92a65b78b83ebd0fcc65b9
case-17-1,sealed,memory-assess-v2,compact,Quince requires certificate overlap until every client confirms the new chain.,supported,True,0.31,True,0.83,established,established,3708f2b299fa8154ae1202d9e6edf63e2f3a7d3c71eb5ad2b69f088eae692ac2
case-17-2,sealed,memory-assess-v2,compact,Quince completed certificate rotation.,retention_durability,False,0.03,True,0.48,denied,denied,8b3fd1c76ec74d45d7509de7adc5afd6762034f04f75e8cb20578c754a4af165
case-17-3,sealed,memory-assess-v2,compact,Quince has installed a new certificate.,retention_durability,True,0.84,True,0.44,established,established,1d255cb64266a31a610c0f1ee0ef99ba29aa4c0aa832b05e56815a32dead82ea
case-17-4,sealed,memory-assess-v2,compact,Quince must keep the old certificate active for the unconfirmed legacy client.,assertion,True,0.54,True,0.75,established,planned,435c64fc1a997218bab2f6c59ec50d8b2474198a1e6fcf7627d5eaa6a6868ab2
case-18-1,sealed,memory-assess-v2,compact,Reed consumers deduplicate webhook deliveries by event ID.,supported,True,0.25,True,0.78,established,established,ae6eb3c1ad717ab92216297e939dd67fa73435e7c9f4c8dc0a17ddca6da867c4
case-18-2,sealed,memory-assess-v2,compact,Reed consumers deduplicate by delivery attempt ID.,assertion,False,0.25,True,0.72,denied,unclear,86baa943a00d74fee60a801edf1cc5f59e662249414c78d083f892f60d21ad0d
case-18-3,sealed,memory-assess-v2,compact,The first Reed delivery of event 42 failed.,retention_durability;assertion,False,0.11,True,0.37,unclear,denied,2a23bec750caab9335804713619ddaa0b81e495a8385527b868b7028929f74f0
case-18-4,sealed,memory-assess-v2,compact,Reed redelivered event 42 after losing its acknowledgement.,retention_durability,True,0.77,True,0.43,established,established,8bc15084ca8fac89b3d9cfcceaa2f9b51adeccc77bc2bb4a0a43afc199cc00f8
case-18-5,sealed,memory-assess-v2,compact,The Reed consumer ignored the duplicate business action for event 42.,retention_durability,True,0.66,True,0.48,established,established,035f4dd00ccaa4444bd4b428ed7161825636f3dd979a7f7e0f6f85f4b476e05a
case-19-1,sealed,memory-assess-v2,compact,Spruce preserves raw filenames and normalizes comparison keys.,supported,True,0.44,True,0.77,established,established,6b2b5f128fd8e80cd29d5dd384dfa22c476b7a59816f21c0e56e02b624dba21e
case-19-3,sealed,memory-assess-v2,compact,Spruce historically normalized stored filenames using NFC.,supported;assertion,True,0.11,True,0.69,established,denied,33c5a9b68c5166a65c04d6a529acdf7c707348f9b32ad6445e41ea8823ff09d0
case-20-3,sealed,memory-assess-v2,compact,Thyme plans airplane-mode testing next week.,supported,True,0.35,True,0.62,planned,planned,47d9e5ffe31a6ccbbc726cfbf6da64473ec73388b39960ed08bdcd99388542c4
case-15-4,sealed,memory-assess-v2,relevant,Olive has executed tomorrow’s clock-change test.,retention_durability,False,0.03,True,0.26,denied,denied,e90a0c7d46e11ff592f96349e15a9988c6862d6ad6639f8aa4461c80d0cb430f
case-15-5,sealed,memory-assess-v2,relevant,Olive plans a clock-change test tomorrow.,supported;retention_durability,True,0.46,True,0.48,planned,planned,0c54ba4e83ed849d286ffa43f8e109ad604ff06621a97d389f571c7d941df615
case-16-4,sealed,memory-assess-v2,relevant,Pine treats matching gateway basenames as proof of shared configuration.,retention_durability,False,0.03,True,0.42,denied,denied,62b878254d8103a6bef29b2f3981ee4b2d6cfc876e20a5e76d83059411e4dfef
case-17-2,sealed,memory-assess-v2,relevant,Quince completed certificate rotation.,retention_durability,False,0.03,True,0.43,denied,denied,aa67113782f262901f0e223b4d0dc1403e5039e01a9bbb9771f86f8d23d57488
case-17-3,sealed,memory-assess-v2,relevant,Quince has installed a new certificate.,retention_durability,True,0.81,True,0.35,established,established,c1dc7f0f7bfd4c744b4955c489eb6466773e943d73fef0500780e34f52032af6
case-18-3,sealed,memory-assess-v2,relevant,The first Reed delivery of event 42 failed.,retention_durability;assertion,False,0.13,True,0.42,unclear,denied,5177013bcfd59b9c9955ff31b1ecd350c8401c207dedd8b920b63a958029b9c0
case-18-4,sealed,memory-assess-v2,relevant,Reed redelivered event 42 after losing its acknowledgement.,retention_durability,True,0.71,True,0.45,established,established,b17cb49345941a7db451811f479919062687ca2025451de7dabef6c7013fcbb9
case-19-3,sealed,memory-assess-v2,relevant,Spruce historically normalized stored filenames using NFC.,supported,True,0.46,True,0.71,established,established,772926ab30cd82ac3c152396d8b45fad09a191bcf6ddc92c3039b750db9a8b25
case-20-3,sealed,memory-assess-v2,relevant,Thyme plans airplane-mode testing next week.,supported,True,0.24,True,0.57,planned,planned,82b746e23363f733a90a17e4b7aa86c384242923392d269ed5cdef063b603edb
case-15-4,sealed,memory-assess-v2,target20k,Olive has executed tomorrow’s clock-change test.,retention_durability,False,0.04,True,0.26,denied,denied,e90a0c7d46e11ff592f96349e15a9988c6862d6ad6639f8aa4461c80d0cb430f
case-15-5,sealed,memory-assess-v2,target20k,Olive plans a clock-change test tomorrow.,retention_durability,True,0.64,True,0.49,planned,planned,0c54ba4e83ed849d286ffa43f8e109ad604ff06621a97d389f571c7d941df615
case-16-4,sealed,memory-assess-v2,target20k,Pine treats matching gateway basenames as proof of shared configuration.,retention_durability,False,0.03,True,0.38,denied,denied,62b878254d8103a6bef29b2f3981ee4b2d6cfc876e20a5e76d83059411e4dfef
case-17-2,sealed,memory-assess-v2,target20k,Quince completed certificate rotation.,retention_durability,False,0.03,True,0.37,denied,denied,aa67113782f262901f0e223b4d0dc1403e5039e01a9bbb9771f86f8d23d57488
case-17-3,sealed,memory-assess-v2,target20k,Quince has installed a new certificate.,retention_durability,True,0.81,True,0.4,established,established,c1dc7f0f7bfd4c744b4955c489eb6466773e943d73fef0500780e34f52032af6
case-17-4,sealed,memory-assess-v2,target20k,Quince must keep the old certificate active for the unconfirmed legacy client.,assertion,True,0.52,True,0.79,established,planned,28fab124b8bbda39d3dd6a203436095e3bf19db05f097c5d51218233159f28fc
case-18-3,sealed,memory-assess-v2,target20k,The first Reed delivery of event 42 failed.,retention_durability;assertion,False,0.11,True,0.4,unclear,denied,5177013bcfd59b9c9955ff31b1ecd350c8401c207dedd8b920b63a958029b9c0
case-19-3,sealed,memory-assess-v2,target20k,Spruce historically normalized stored filenames using NFC.,supported,True,0.4,True,0.71,established,established,772926ab30cd82ac3c152396d8b45fad09a191bcf6ddc92c3039b750db9a8b25
case-20-3,sealed,memory-assess-v2,target20k,Thyme plans airplane-mode testing next week.,supported,True,0.25,True,0.58,planned,planned,82b746e23363f733a90a17e4b7aa86c384242923392d269ed5cdef063b603edb
